keturi	num	keturi̇̀ / kẽturios	keturi keturios keturių keturiems keturioms keturis keturias keturiais keturiomis keturiuose keturiose
penki	num	penki̇̀ / peñkios	penki penkios penkių penkiems penkioms penkis penkias penkiais penkiomis penkiuose penkiose
šeši	num	šeši̇̀ / šẽšios	šeši šešios šešių šešiems šešioms šešis šešias šešiais šešiomis šešiuose šešiose
septyni	num	septyni̇̀ / septýnios	septyni septynios septynių septyniems septynioms septynis septynias septyniais septyniomis septyniuose septyniose
aštuoni	num	aštuoni̇̀ / aštúonios	aštuoni aštuonios aštuonių aštuoniems aštuonioms aštuonis aštuonias aštuoniais aštuoniomis aštuoniuose aštuoniose
devyni	num	devyni̇̀ / devýnios	devyni devynios devynių devyniems devynioms devynis devynias devyniais devyniomis devyniuose devyniose
dešimt	num	dẽšimt	dešimt
šimtas	num	šim̃tas / šimtaĩ	šimtas šimto šimtui šimtą šimtu šimte šimtai šimtų šimtams šimtus šimtais šimtuose
tūkstantis	num	tū́kstantis / tū́kstančiai	tūkstantis tūkstančio tūkstančiui tūkstantį tūkstančiu tūkstantyje tūkstančiai tūkstančių tūkstančiams tūkstančius tūkstančiais tūkstančiuose
aš	pron	àš, manę̃s, mán, manè, manimì, manyjè	aš manęs man mane manimi manyje
tu	pron	tù, tavę̃s, táu, tavè, tavimì, tavyjè	tu tavęs tau tave tavimi tavyje
jis	pron	jìs, jõ, jám, jį̃, juõ, jamè	jis jo jam jį juo jame
ji	pron	jì, jõs, jái, ją̃, jà, jojè	ji jos jai ją ja joje
mes	pron	mẽs, mū́sų, mùms, mùs, mumìs, mumysè	mes mūsų mums mus mumis mumyse
jūs	pron	jū̃s, jū́sų, jùms, jùs, jumìs, jumysè	jūs jūsų jums jus jumis jumyse
jie	pron	jiẽ, jų̃, jíems, juõs, jaĩs, juosè	jie jų jiems juos jais juose
spręsti	verb	sprę́sti, spréndžia, spréndė	spręsti sprendžiu sprendi sprendžia sprendžiame sprendžiate sprendžiau sprendei sprendė sprendėme sprendėte spręsiu spręsi spręs spręsime spręsite spręsk spręskite
tvarkyti	verb	tvarkýti, tvar̃ko, tvar̃kė	tvarkyti tvarkau tvarkai tvarko tvarkome tvarkote tvarkiau tvarkei tvarkė tvarkėme tvarkėte tvarkysiu tvarkysi tvarkys tvarkysime tvarkysite tvarkyk tvarkykite
sūrus	adj	sūrùs / sū̃ri	sūrus sūri sūraus sūrios sūriam sūriai sūrų sūrią sūriu sūria sūriame sūrioje sūrūs sūrios sūrių sūriems sūrioms sūrius sūrias sūriais sūriomis sūriuose sūriose
skystas	adj	skýstas / skystà	skystas skysta skysto skystos skystam skystai skystą skystu skystame skystoje skysti skystų skystiems skystoms skystus skystas skystais skystomis skystuose skystose
meistras	noun	méistras / meistraĩ	meistras meistro meistrui meistrą meistru meistre meistrai meistrų meistrams meistrus meistrais meistruose
remontas	noun	remòntas / remòntai	remontas remonto remontui remontą remontu remonte remontai remontų remontams remontus remontais remontuose
dūmai	noun	dū́mai (tik dgs.)	dūmai dūmų dūmams dūmus dūmais dūmuose
vėl	adv	vė̃l	vėl
galima	adv	gãlima	galima
rožinis	adj	rõžinis / rõžinė	rožinis rožinio rožiniam rožinį rožiniu rožiniame rožinė rožinės rožinei rožinę rožine rožinėje rožiniai rožinių rožiniams rožinius rožiniais rožiniuose rožinės rožinėms rožines rožinėmis rožinėse
besmegenis	noun	besmegẽnis / besmegẽniai	besmegenis besmegenio besmegeniui besmegenį besmegeniu besmegenyje besmegeniai besmegenių besmegeniams besmegenius besmegeniais besmegeniuose
mielas	adj	mi̇́elas / míela	miela mielai mielais mielam mielame mielas mieli mieliems mielo mieloje mielomis mieloms mielos mielose mielu mieluose mielus mielą mielų
sultys	noun	sùltys (tik dgs.)	sultys sulčių sultims sultis sultimis sultyse
# ---- batch31 ----
minia	noun	minià / miniõs	minia minios miniai minią minia minioje minios minių minioms minias miniomis miniose
technologija	noun	technològija / technològijos	technologija technologijos technologijai technologiją technologija technologijoje technologijos technologijų technologijoms technologijas technologijomis technologijose
puolimas	noun	puolìmas / puolìmai	puolimas puolimo puolimui puolimą puolimu puolime puolimai puolimų puolimams puolimus puolimais puolimuose
mankšta	noun	mankštà / mankštõs	mankšta mankštos mankštai mankštą mankšta mankštoje mankštos mankštų mankštoms mankštas mankštomis mankštose
rašiklis	noun	rašìklis / rašìkliai	rašiklis rašiklio rašikliui rašiklį rašikliu rašiklyje rašikliai rašiklių rašikliams rašiklius rašikliais rašikliuose
raštelis	noun	raštẽlis / raštẽliai	raštelis raštelio rašteliui raštelį rašteliu raštelyje rašteliai raštelių rašteliams raštelius rašteliais rašteliuose
plaštaka	noun	plãštaka / plãštakos	plaštaka plaštakos plaštakai plaštaką plaštaka plaštakoje plaštakos plaštakų plaštakoms plaštakas plaštakomis plaštakose
slėnis	noun	slė̃nis / slė̃niai	slėnis slėnio slėniui slėnį slėniu slėnyje slėniai slėnių slėniams slėnius slėniais slėniuose
plastikas	noun	plãstikas / plãstikai	plastikas plastiko plastikui plastiką plastiku plastike plastikai plastikų plastikams plastikus plastikais plastikuose
molis	noun	mólis / móliai	molis molio moliui molį moliu molyje moliai molių moliams molius moliais moliuose
apskritimas	noun	apskritìmas / apskritìmai	apskritimas apskritimo apskritimui apskritimą apskritimu apskritime apskritimai apskritimų apskritimams apskritimus apskritimais apskritimuose
kvadratas	noun	kvadrãtas / kvadrãtai	kvadratas kvadrato kvadratui kvadratą kvadratu kvadrate kvadratai kvadratų kvadratams kvadratus kvadratais kvadratuose
data	noun	datà / dãtos	data datos datai datą data datoje datos datų datoms datas datomis datose
sužalojimas	noun	sužalójimas / sužalójimai	sužalojimas sužalojimo sužalojimui sužalojimą sužalojimu sužalojime sužalojimai sužalojimų sužalojimams sužalojimus sužalojimais sužalojimuose
maitinti	verb	maitínti, maitìna, maitìno	maitinti maitina maitino maitinu maitinau maitins
kabinti	verb	kabínti, kabìna, kabìno	kabinti kabina kabino
lesinti	verb	lẽsinti, lẽsina, lẽsino	lesinti lesina lesino
auginti	verb	augínti, augìna, augìno	auginti augina augino
deginti	verb	dẽginti, dẽgina, dẽgino	deginti degina degino
blynas	noun	blỹnas / blỹnai	blynas blyno blynui blyną blynu blyne blynai blynų blynams blynus blynais blynuose
desertas	noun	desèrtas / desèrtai	desertas deserto desertui desertą desertu deserte desertai desertų desertams desertus desertais desertuose
internetas	noun	internètas / internètai	internetas interneto internetui internetą internetu internete internetai internetų internetams internetus internetais internetuose
kroviklis	noun	kroviklis / krovikliai	kroviklis kroviklio krovikliui kroviklį krovikliu kroviklyje krovikliai kroviklių krovikliams kroviklius krovikliais krovikliuose
užuolaida	noun	užúolaida / užúolaidos	užuolaida užuolaidos užuolaidai užuolaidą užuolaida užuolaidoje užuolaidos užuolaidų užuolaidoms užuolaidas užuolaidomis užuolaidose
nuoma	noun	núoma / núomos	nuoma nuomos nuomai nuomą nuoma nuomoje nuomos nuomų nuomoms nuomas nuomomis nuomose
paauglys	noun	paauglỹs / paaugliaĩ	paauglys paauglio paaugliui paauglį paaugliu paauglyje paaugliai paauglių paaugliams paauglius paaugliais paaugliuose
muzikantas	noun	muzikántas / muzikántai	muzikantas muzikanto muzikantui muzikantą muzikantu muzikante muzikantai muzikantų muzikantams muzikantus muzikantais muzikantuose
galimas	adj	gãlimas / gãlima	galimas galima galimo galimos galimam galimai galimą galimu galimame galimoje galimi galimų galimiems galimoms galimus galimas galimais galimomis galimuose galimose
garsus	adj	garsùs / garsì	garsus garsi garsaus darbščios garsų darbščią garsūs darbščių garsiems darbščioms darbščius darbščias darbščiais darbščiomis darbščiuose darbščiose
išlenktas	adj	ìšlenktas / išlenktà	išlenktas išlenkta išlenkto išlenktos išlenktam išlenktai išlenktą išlenktu išlenktame išlenktoje išlenkti išlenktų išlenktiems išlenktoms išlenktus išlenktas išlenktais išlenktomis išlenktuose išlenktose
modernus	adj	modernùs / modernì	modernus moderni modernaus darbščios modernų darbščią modernūs darbščių moderniems darbščioms darbščius darbščias darbščiais darbščiomis darbščiuose darbščiose modernios moderniam moderniai modernią moderniame modernioje
natūralus	adj	natūralùs / natūralì	natūralus natūrali natūralaus natūralios natūraliam natūraliai natūralų natūralią natūraliu natūralia natūraliame natūralioje natūralūs natūralių natūraliems natūralioms natūralius natūralias natūraliais natūraliomis natūraliuose natūraliose
negyvas	adj	negývas / negýva	negyvas negyva negyvo negyvos negyvam negyvai negyvą negyvu negyvame negyvoje negyvi negyvų negyviems negyvoms negyvus negyvas negyvais negyvomis negyvuose negyvose
neturtingas	adj	neturtíngas / neturtínga	neturtingas neturtinga neturtingo neturtingos neturtingam neturtingai neturtingą neturtingu neturtingame neturtingoje neturtingi neturtingų neturtingiems neturtingoms neturtingus neturtingais neturtingomis neturtinguose neturtingose
seklus	adj	seklùs / seklì	seklus sekli seklaus seklios sekliam sekliai seklų seklią sekliu seklia sekliame seklioje seklūs seklių sekliems seklioms seklius seklias sekliais sekliomis sekliuose sekliose
tingus	adj	tingùs / tíngi	tingus tingi tingaus darbščios tingų darbščią tingūs darbščių tingiems darbščioms darbščius darbščias darbščiais darbščiomis darbščiuose darbščiose tingios tingiam tingiai tingią
turtingas	adj	turtìngas / turtínga	turtingas turtinga turtingo turtingos turtingam turtingai turtingą turtingu turtingame turtingoje turtingi turtingų turtingiems turtingoms turtingus turtingais turtingomis turtinguose turtingose
tylus	adj	tylùs / tỹli	tylus tyli tylaus tylios tyliam tyliai tylų tylią tyliu tylia tyliame tylioje tylūs tylių tyliems tylioms tylius tylias tyliais tyliomis tyliuose tyliose
karštis	noun	kar̃štis / kar̃ščiai	karštis karščio karščiui karštį karščiu karštyje karščiai karščių karščiams karščius karščiais karščiuose
kukurūzai	noun	kukurū̃zas / kukurū̃zai	kukurūzai kukurūzų kukurūzams kukurūzus kukurūzais kukurūzuose kukurūzas kukurūzo kukurūzui kukurūzą kukurūzu kukurūze
lemputė	noun	lempùtė / lempùtės	lemputė lemputės lemputei lemputę lempute lemputėje lempučių lemputėms lemputes lemputėmis lemputėse
naujienos	noun	naujíenos (tik dgs.)	naujienos naujienų naujienoms naujienas naujienomis naujienose
santykiai	noun	sántykis / sántykiai	santykis santykio santykiui santykį santykiu santykyje santykiai santykių santykiams santykius santykiais santykiuose
sekretorius	noun	sekretõrius / sekretõriai	sekretorius sekretoriaus sekretoriui sekretorių sekretoriumi sekretoriuje sekretoriai sekretorių sekretoriams sekretorius sekretoriais sekretoriuose
stalčius	noun	stálčius / stálčiai	stalčius stalčiaus stalčiui stalčių stalčiumi stalčiuje stalčiai stalčių stalčiams stalčius stalčiais stalčiuose
tėvai	noun	tė́vas / tėvaĩ	tėvai tėvų tėvams tėvus tėvais tėvuose tėvas tėvo tėvui tėvą tėvu tėve
ventiliatorius	noun	ventiliãtorius / ventiliãtoriai	ventiliatorius ventiliatoriaus ventiliatoriui ventiliatorių ventiliatoriumi ventiliatoriuje ventiliatoriai ventiliatorių ventiliatoriams ventiliatorius ventiliatoriais ventiliatoriuose
aštuoniasdešimt	num	aštúoniasdešimt	aštuoniasdešimt
devyniasdešimt	num	devýniasdešimt	devyniasdešimt
dvidešimt	num	dvìdešimt	dvidešimt
keturiasdešimt	num	kẽturiasdešimt	keturiasdešimt
milijonas	num	milijõnas / milijõnai	milijonas milijono milijonui milijoną milijonu milijone milijonai milijonų milijonams milijonus milijonais milijonuose
penkiasdešimt	num	peñkiasdešimt	penkiasdešimt
septyniasdešimt	num	septýniasdešimt	septyniasdešimt
trisdešimt	num	trìsdešimt	trisdešimt
tie	pron	tiẽ, tų̃, tíems, tuõs, taĩs, tuosè	tie tų tiems tuos tais tuose
dalintis	verb	dalíntis, dalìnasi, dalìnosi	dalintis dalinuosi daliniesi dalinasi dalinamės dalinatės dalinausi dalinaisi dalinosi dalinomės dalinotės dalinsiuosi dalinsiesi dalinsis dalinkis dalinkitės
dėvėti	verb	dėvė́ti, dė̃vi, dėvė́jo	dėvėti dėviu dėvi dėvime dėvite dėvėjau dėvėjai dėvėjo dėvėjome dėvėjote dėvėsiu dėvėsi dėvės dėvėk dėvėkite
laužyti	verb	láužyti, láužo, láužė	laužyti laužau laužai laužo laužome laužote laužiau laužei laužė laužėme laužėte laužysiu laužysi laužys laužysime laužysite laužyk laužykite
lydyti	verb	lýdyti, lýdo, lýdė	lydyti lydau lydai lydo lydome lydote lydžiau lydei lydė lydėme lydėte lydysiu lydysi lydys lydyk lydykite
praeiti	verb	praei̇̃ti, pasirãšo, pasirãšė	praeiti pasirašau pasirašai pasirašo pasirašome pasirašote pasirašiau pasirašei pasirašė pasirašėme pasirašėte praeisiu praeisi praeis praeisime praeisite praeik praeikite praeina praėjo praeinu praėjau
purtyti	verb	púrtyti, púrto, púrtė	purtyti purtau purtai purto purtome purtote purčiau purtei purtė purtėme purtėte purtysiu purtysi purtys purtysime purtysite purtyk purtykite
tuoktis	verb	tuõktis, tuõkiasi, tuõkėsi	tuoktis tuokiuosi tuokiesi tuokiasi tuokiamės tuokiatės tuokiausi tuokeisi tuokėsi tuokėmės tuokėtės tuoksiuosi tuoksiesi tuoksis tuokis tuokitės
vienuolika	num	vienúolika	vienuolika vienuolikos vienuolikai vienuolika vienuolikoje
dvylika	num	dvýlika	dvylika dvylikos dvylikai dvylika dvylikoje
trylika	num	trýlika	trylika trylikos trylikai trylika trylikoje
keturiolika	num	keturiólika	keturiolika keturiolikos keturiolikai keturiolika keturiolikoje
penkiolika	num	penkiólika	penkiolika penkiolikos penkiolikai penkiolika penkiolikoje
šešiolika	num	šešiólika	šešiolika šešiolikos šešiolikai šešiolika šešiolikoje
septyniolika	num	septyniólika	septyniolika septyniolikos septyniolikai septyniolika septyniolikoje
aštuoniolika	num	aštuoniólika	aštuoniolika aštuoniolikos aštuoniolikai aštuoniolika aštuoniolikoje
devyniolika	num	devyniólika	devyniolika devyniolikos devyniolikai devyniolika devyniolikoje
mano	pron	màno	mano
tavo	pron	tàvo	tavo
jo	pron	jõ	jo
jų	pron	jų̃	jų
mūsų	pron	mū́sų	mūsų
jūsų	pron	jū́sų	jūsų
šie	pron	šiẽ, šių̃, šíems, šiuõs, šiaĩs, šiuosè	šie šių šiems šiuos šiais šiuose
kitoks	pron	kitóks / kitókia	kitoks kitokia kitokio kitokios kitokiam kitokiai kitokį kitokią kitokiu kitokia kitokiame kitokioje kitokie kitokios
atsisiųsti	verb	atsisių̃sti, atsisiuñčia, atsìsiuntė	atsisiųsti atsisiunčia atsisiuntė atsisiunčiu atsisiunčiau atsisiųs
lenkti	verb	leñkti, leñkia, lénkė	lenkti lenkia lenkė
melstis	verb	mel̃stis, mel̃džiasi, mel̃dėsi	melstis meldžiasi meldėsi
muštis	verb	mùštis, mùšasi, mùšėsi	muštis mušasi mušėsi
šerti	verb	šérti, šẽria, šė́rė	šerti šeria šėrė
kurčias	adj	kur̃čias / kurčià	kurčias kurčia kurčio kurčios kurtį kurčią kurtieji
plokščias	adj	plokščias / plokščia	plokščias plokščia plokščio plokščios plokščią
sergantis	adj	ser̃gantis / ser̃ganti	sergantis serganti sergančio sergančios sergantį sergančią sergantys
miltai	noun	míltai (tik dgs.)	miltai miltų miltams miltus miltais miltuose
ryžiai	noun	rỹžiai (tik dgs.)	ryžiai ryžių ryžiams ryžius ryžiais ryžiuose
nulis	noun	nulis / nuliai	nulis nulio nuliui nulį nuliu nulyje nuliai nulių nuliams nulius nuliais nuliuose
varis	noun	varis (tik vns.)	varis vario variui varį variu varyje
tas	pron	tàs, tõ, tám, tą̃, tuõ, tamè	tas ta tai to tos tam tai tą tuo ta tame toje tie tos tų tiems toms tuos tas tais tomis tuose tose
šis	pron	šìs, šiõ, šiám, šį̃, šiuõ, šiamè	šis ši šio šios šiam šiai šį šią šiuo šia šiame šioje šie šios šių šiems šioms šiuos šias šiais šiomis šiuose šiose
kuris	pron	kurìs, kuriõ, kuriám, kurį̃, kuriuõ, kuriamè	kuris kuri kurio kurios kuriam kuriai kurį kurią kuriuo kuria kuriame kurioje kurie kurios kurių kuriems kurioms kuriuos kurias kuriais kuriomis kuriuose kuriose
kas	pron	kàs, kõ, kám, ką̃, kuõ, kamè	kas ko kieno kam ką kuo kame
savo	pron	sàvo	savo
jos	pron	jõs	jos
